"Camptothecin_1003" "Vinblastine_1004" "Cisplatin_1005" "Cytarabine_1006" "Docetaxel_1007" "Gefitinib_1010" "Navitoclax_1011" "Vorinostat_1012" "Nilotinib_1013" "Olaparib_1017" "Axitinib_1021" "AZD7762_1022" "SB216763_1025" "KU.55933_1030" "Afatinib_1032" "Staurosporine_1034" "PLX.4720_1036" "NU7441_1038" "Doramapimod_1042" "Wee1.Inhibitor_1046" "Nutlin.3a...._1047" "Mirin_1048" "PD173074_1049" "ZM447439_1050" "Alisertib_1051" "RO.3306_1052" "MK.2206_1053" "Palbociclib_1054" "Dactolisib_1057" "Pictilisib_1058" "AZD8055_1059" "PD0325901_1060" "Obatoclax.Mesylate_1068" "X5.Fluorouracil_1073" "Dasatinib_1079" "Paclitaxel_1080" "Crizotinib_1083" "Rapamycin_1084" "Sorafenib_1085" "BI.2536_1086" "Irinotecan_1088" "Oxaliplatin_1089" "BMS.536924_1091" "GSK1904529A_1093" "Tozasertib_1096" "PF.4708671_1129" "PRIMA.1MET_1131" "Erlotinib_1168" "Niraparib_1177" "MK.1775_1179" "Dinaciclib_1180" "Gemcitabine_1190" "Bortezomib_1191" "GSK269962A_1192" "SB505124_1194" "Tamoxifen_1199" "Fulvestrant_1200" "EPZ004777_1237" "YK.4.279_1239" "Daporinad_1248" "BMS.345541_1249" "AZ960_1250" "Talazoparib_1259" "XAV939_1268" "Trametinib_1372" "Dabrafenib_1373" "Temozolomide_1375" "AZD5438_1401" "IAP_5620_1428" "AZD2014_1441" "AZD1208_1449" "AZD1332_1463" "Ruxolitinib_1507" "Linsitinib_1510" "Epirubicin_1511" "Cyclophosphamide_1512" "Pevonedistat_1529" "Sapitinib_1549" "Uprosertib_1553" "LCL161_1557" "Lapatinib_1558" "Luminespib_1559" "Alpelisib_1560" "Taselisib_1561" "EPZ5676_1563" "SCH772984_1564" "IWP.2_1576" "Leflunomide_1578" "Entinostat_1593" "OSI.027_1594" "LGK974_1598" "VE.822_1613" "WZ4003_1614" "CZC24832_1615" "AZD5582_1617" "GSK2606414_1618" "PFI3_1620" "PCI.34051_1621" "Wnt.C59_1622" "I.BET.762_1624" "RVX.208_1625" "OTX015_1626" "GSK343_1627" "ML323_1629" "Entospletinib_1630" "PRT062607_1631" "Ribociclib_1632" "AGI.6780_1634" "Picolinici.acid_1635" "AZD5153_1706" "CDK9_5576_1708" "CDK9_5038_1709" "Eg5_9814_1712" "ERK_2440_1713" "ERK_6604_1714" "IRAK4_4710_1716" "JAK1_8709_1718" "AZD5991_1720" "PAK_5339_1730" "TAF1_5496_1732" "ULK1_4989_1733" "VSP34_8731_1734" "Selumetinib_1736" "IGF1R_3801_1738" "JAK_8517_1739" "AZD4547_1786" "Ibrutinib_1799" "Zoledronate_1802" "Acetalax_1804" "Oxaliplatin_1806" "Carmustine_1807" "Topotecan_1808" "Teniposide_1809" "Mitoxantrone_1810" "Dactinomycin_1811" "Fludarabine_1813" "Nelarabine_1814" "Fulvestrant_1816" "Vincristine_1818" "Docetaxel_1819" "Podophyllotoxin.bromide_1825" "Dihydrorotenone_1827" "Gallibiscoquinazole_1830" "Elephantin_1835" "Sinularin_1838" "Sabutoclax_1849" "LY2109761_1852" "OF.1_1853" "MN.64_1854" "KRAS..G12C..Inhibitor.12_1855" "MG.132_1862" "BDP.00009066_1866" "Buparlisib_1873" "Ulixertinib_1908" "Venetoclax_1909" "ABT737_1910" "Dactinomycin_1911" "Afuresertib_1912" "AGI.5198_1913" "AZD3759_1915" "AZD5363_1916" "AZD6738_1917" "AZD8186_1918" "Osimertinib_1919" "Cediranib_1922" "Ipatasertib_1924" "GDC0810_1925" "GNE.317_1926" "GSK2578215A_1927" "I.BRD9_1928" "Telomerase.Inhibitor.IX_1930" "MIRA.1_1931" "NVP.ADW742_1932" "P22077_1933" "Savolitinib_1936" "UMI.77_1939" "WIKI4_1940" "Sepantronium.bromide_1941" "MIM1_1996" "WEHI.539_1997" "BPD.00008900_1998" "Foretinib_2040" "BIBR.1532_2043" "Pyridostatin_2044" "AMG.319_2045" "MK.8776_2046" "Ulixertinib_2047" "Vinorelbine_2048" "VX.11e_2096" "Uprosertib_2106" "LJI308_2107" "AZ6102_2109" "GSK591_2110" "VE821_2111" "AZD6482_2169" "AT13148_2170" "BMS.754807_2171" "JQ1_2172"
"COSMIC_905947" -3.494502 -4.160763 1.547541 0.885037 -5.336775 3.977448 1.589241 2.256705 3.872434 3.656124 2.66474425332496 -0.958535 5.20257215344246 4.03477570748736 1.344344 -4.499542 4.706153 2.52438509847822 4.77503259625976 1.570083 5.003131 5.246566 4.606341 2.67462714753063 1.68903 3.04948261332794 2.058579 2.283558 -1.989773 0.994853 -0.605667964662391 1.412749 -0.183552 4.187099 -0.072983 -0.499962 4.0207 -3.390631 2.869115 0.528528596394986 1.519941 2.689682 2.508497 5.440438 2.73034036476946 3.55302490977405 2.97436 1.605101 4.699309 -0.374583 -2.43853 -2.063849 -5.297135 2.75785963801195 2.48623817529152 3.379487 2.951408 5.217222 2.175587 -5.50228256309117 2.749567 1.801318 3.454349 4.867411 0.686185 4.842018 5.537905 1.638112 5.570399 1.462694 5.676359 2.960756 5.441595 3.708219 -2.243625 5.257218 -0.182111 4.173126 1.634602 5.638491 1.606826 -1.874894 5.223006 2.797083 5.902647 3.428381 2.785925 5.453307 3.503674 5.221941 4.741839 3.127473 4.015295 5.404132 2.383379 3.319642 5.469778 3.910705 4.346973 2.449546 5.18648 2.139636 2.671531 3.827105 2.811579 3.78317 3.93236430952771 5.380115 5.072141 2.754208 -0.543762 -2.475355 -2.639528 2.625936 4.061096 4.58487 3.762186 5.543708 1.802847 4.768468 2.666833 2.034647 5.037191 1.909698 3.499341 1.701502 4.638113 3.055151 6.368333 3.679105 4.643936 -0.99823 -0.488246 -0.343263 -4.114685 5.40504 6.279819 4.983912 -1.277512 -2.748487 -0.728594 2.137733 2.543733 2.444616 3.74861 -0.584787 5.663428 5.569891 5.676383 4.649385 -2.307123 1.497939 0.958504 2.388846 2.08354 3.281154 -6.086669 0.240921 3.979847 2.166578 1.407692 0.754868 1.640847 1.793324 1.270864 1.124393 4.469821 0.004604 4.76016 3.728126 -0.427858 5.180265 2.186761 2.619379 2.135208 4.081953 2.743559 -4.751429 2.481617 3.074824 4.783423 1.057732 4.740661 2.846937 4.403076 1.489267 2.943939 -4.981536 3.004643 0.322364 5.620147 1.809151 4.454835 1.992535 3.20466934609299 1.644914 0.908125178775871 2.43344580655693
"COSMIC_1298134" -0.819406 -5.371131 3.831708 2.812546 -5.371752 2.403106 3.517417 1.708112 1.915311 3.51644 1.95847027429141 0.850547 5.44656178223669 4.27128281304927 3.504573 -2.336019 4.01331 3.18243582692955 4.59747680014387 1.78139 3.952294 4.269365 3.037381 3.33728348306719 1.50731 3.27353051934007 4.522832 4.007809 -1.07214 2.581005 0.604937096506282 0.954322 0.47176 4.757993 1.811798 -3.377822 3.428774 -1.869749 2.17912 -0.999050746894619 4.096999 4.993634 1.762151 3.513106 3.69358372620267 3.71330663889347 5.964247 2.842016 4.876481 -0.165528 -2.660916 4.338103 -3.923665 2.70853779817267 1.96534192462437 3.150943 2.149934 5.013015 0.933722 -3.89059391617383 4.135639 2.068625 4.21289 4.223025 1.422064 4.465 5.466494 1.070993 4.909305 4.749507 4.984611 2.827795 4.378936 3.279264 0.179123 4.778728 3.066888 4.310228 3.085447 4.390303 2.613925 -0.567357 4.161109 3.62586 4.481999 3.423879 2.537795 4.742851 1.91293 4.869347 2.501455 4.184982 3.92042 4.865435 3.355163 3.000307 4.879917 3.850502 3.326356 3.491571 4.057927 2.939674 2.481793 3.373156 4.047804 4.818668 3.6909448545182 4.102546 4.792546 1.771154 -0.818384 -1.706539 -3.198589 3.007993 2.547373 4.111005 3.859703 1.980314 2.596423 0.604931 4.398115 2.651349 4.956758 0.984099 1.666085 1.536741 4.881669 3.240373 5.56972 5.509541 5.886705 2.207396 1.106876 1.278552 -2.908157 5.233102 4.601081 3.382987 -2.258475 -4.764166 -1.488203 -2.985501 2.347867 4.354241 2.596275 -0.018221 4.625074 1.665566 4.460958 4.064771 -0.578532 1.964117 0.760156 2.993637 1.752957 4.111179 -4.495872 3.813569 4.865729 2.686097 4.520682 1.984737 4.682022 2.547217 3.187998 4.85882 4.877892 4.24438 4.62121 4.120939 -0.463493 4.710735 3.216684 4.076398 2.581351 4.34485 3.719049 -2.463606 2.878958 2.401789 4.069642 0.398207 4.098516 3.7536 4.882414 3.513533 2.655973 -2.293311 2.992309 4.623593 4.125896 2.249621 4.035096 4.262494 3.45509999067519 3.667998 0.70834012890294 1.95114565835073
"COSMIC_907058" -1.835925 -4.465929 3.096939 0.073704 -4.864976 3.650496 4.787163 1.333291 0.469098 5.69527 2.37169597485659 1.644989 4.77247597809661 4.56978453445326 1.376063 -1.848231 3.068593 3.03875944596125 4.554916270461 1.720058 2.612475 4.129832 3.291019 3.12784096060083 1.436353 3.24748214003079 2.622367 2.222803 -1.452661 1.108448 -0.982837811728564 -2.931091 2.525037 4.778976 2.888653 -4.026496 2.040372 -1.383532 0.822342 2.85818681912046 3.348016 3.795258 1.982685 2.775746 3.36433278272191 3.9939274948508 5.201573 3.329798 4.423316 1.797736 -2.662739 2.009119 -4.958759 3.43341945654064 2.6403469683552 3.311766 2.850466 4.736359 2.917831 -3.904656 3.519024 2.699791 4.019274 5.035419 -4.706881 2.600714 6.328433 2.678648 6.158628 1.9359 4.031136 3.917855 5.285733 2.589793 -0.997667 5.715605 0.755087 4.343015 2.769951 5.893998 2.159213 -1.551891 3.278243 2.069663 5.488315 -1.074027 1.382968 5.510727 2.679205 4.63555743819942 4.176848 4.478484 1.903286 4.49278 1.815003 2.696917 5.601966 3.425944 3.074123 3.231271 4.686257 2.496889 2.902078 6.262475 2.577804 2.498323 4.20452130154839 5.298832 5.415867 2.295937 0.010355 -2.871174 -1.406693 0.277802 0.414794 5.138882 2.862969 5.068405 2.852935 5.864888 3.108028 2.9441 -0.38819 3.279503 3.431067 3.906125 5.871384 3.630526 6.479726 4.60078 5.877236 0.907635 0.366995 0.826847 -2.937774 4.500377 6.344303 3.543486 -1.985656 -0.966736 -0.334182 1.923275 2.38284 4.529424 3.491492 -0.29605 5.300184 5.738556 5.326834 4.920016 -1.219169 2.628607 1.397675 0.284806 3.241316 3.90041 -4.614211 2.301756 5.723316 3.508079 4.470844 3.85293 4.927542 1.947975 1.936994 4.796601 5.748663 1.796323 4.514044 3.501639 0.126148 5.782605 1.429131 5.027358 3.324961 1.611962 4.632122 -4.909303 3.243255 5.93081 5.376818 2.040166 5.771006 2.385382 5.946369 3.114924 -0.316983 -2.337199 0.179795 2.134389 4.54044 1.121275 4.694816 3.294912 3.38864591949401 5.302238 1.17122800432621 3.61097871860379
"COSMIC_1290814" -1.159551 -1.342983 4.674084 4.725756 -3.686175 4.142312 4.666927 1.454108 4.69676 4.837803 2.97674953599931 2.41811 6.43099675372355 5.22041778940305 2.918223 -2.713477 4.241252 3.33466514985817 4.2088641766629 5.505186 4.156475 6.040401 4.685289 2.74806115573038 3.474025 3.58633155985112 4.150381 4.03339 -1.647499 2.010271 0.616208836655627 2.139138 4.126589 5.698061 0.513619 -0.791294 4.255824 -1.97527 4.230323 -0.803125696135633 4.536453 6.448992 2.637612 5.90436 3.5489715565329 4.51580043917727 7.174857 2.651375 5.686428 2.870969 -2.555094 -0.281023 -5.310111 3.54114351147794 2.10984148185027 4.381332 3.023094 5.54678 3.890909 -3.069414 5.951735 1.809771 5.388859 4.232561 1.169132 5.420091 5.292659 3.105597 6.076671 1.287689 5.100032 2.068481 6.328665 4.25546 -1.061505 6.056301 4.070338 4.673413 5.386341 6.245071 4.300803 -0.035878 4.719667 3.387053 6.779995 3.604998 3.571701 5.925566 1.914101 4.04508107616892 5.174506 5.376253 4.99353 5.85324 4.873676 4.8544 6.392148 6.080192 5.498269 5.42156 6.337594 5.225756 3.714635 6.482667 4.975431 4.080195 4.24462564373693 6.007869 5.988561 2.484804 0.236125 -2.145975 -2.879928 2.904166 3.47307 4.987356 3.754693 4.922862 3.234012 5.391585 4.529467 3.762755 5.39912 1.626628 1.961246 2.324761 6.162456 4.75105 7.323248 6.908821 7.388958 1.254168 1.458614 1.723601 -1.685358 6.197598 5.827955 5.032837 -0.689886 -0.928426 -0.402828 0.234367 2.725892 4.392492 4.611466 0.621183 5.430423 4.787797 3.956361 5.528875 -2.208174 3.048321 1.477146 3.983983 3.249401 4.45133 -4.692931 3.129431 5.144828 3.387212 3.388927 3.614604 3.635917 2.522953 1.662403 4.078241 6.0317 1.10653 5.222678 5.154661 2.708223 5.741321 4.632752 6.356746 4.126896 3.730778 5.842663 -0.521354 4.076582 5.289036 3.97725 0.959748 5.553455 4.794292 4.62648 4.344921 1.11523 -2.749695 3.360273 5.233723 5.99156 3.055351 4.431842 4.836988 3.48883422415357 4.782989 1.88145229027399 3.08542666583226
"COSMIC_905975" -2.95937 -4.375594 2.913659 -0.728006 -5.381207 3.71244 4.792221 1.370857 2.168939 3.766993 2.67013513944363 -1.127943 5.16079313703181 4.21268608823323 2.234441 -2.695639 -0.333971 2.91393752041146 4.78206424159622 0.822756 4.617131 4.622729 4.636916 3.22206928329224 2.500609 3.53778296976965 2.626575 3.089083 -2.28019 1.554584 -0.127022687570096 -4.467763 1.919984 5.383613 4.314729 -3.651537 3.907931 -1.846828 2.608375 0.286872395231873 2.207879 3.848419 1.387049 4.680961 2.56603619423828 3.61873116069946 5.62648 1.734961 5.122651 -0.827274 -3.270222 -3.343895 -5.338573 2.787645456042 2.65343735437213 2.462654 3.194851 5.693628 1.779361 -4.02473253849169 3.786995 3.608983 1.991027 4.655411 -6.473586 -3.534968 5.044898 2.541326 5.515337 1.508118 3.109563 5.232265 5.298743 4.140166 -1.786874 4.880282 0.197626 5.441506 3.165875 5.377564 2.844899 -2.597924 5.557238 3.460602 4.922854 -2.094471 3.399473 5.416723 1.454313 5.31350501478313 5.358446 0.71466 2.30957 5.569868 2.214326 3.380228 5.736393 5.595034 3.492288 3.657198 4.73889 2.056505 2.987409 5.227869 4.6338 2.418694 3.97929711906255 5.221212 5.547215 0.682694 -0.507814 -1.997054 -4.0676 -1.380248 -0.711744 4.940984 3.98566 4.601992 2.650752 4.922046 3.10856 2.9378 -1.551757 2.841002 3.454375 3.048106 5.620755 4.016654 6.850246 4.284834 5.910742 -0.305132 0.422325 -1.106346 -4.060909 3.41841 6.448994 4.030415 -2.511045 -2.848062 -0.205973 1.475902 3.062723 4.095415 3.693592 -0.405666 4.766377 3.904495 4.858848 4.738273 -2.024869 2.918777 0.740473 -0.483252 1.9075 2.93571 -4.932616 4.314282 4.018219 2.916814 3.490664 1.053125 3.15507 2.285069 1.852091 3.673599 5.541793 -0.161839 5.642959 4.178472 0.411669 5.750454 1.612081 4.16278 2.209161 2.429068 3.87263 -4.355441 3.781011 3.780143 5.734934 0.504801 4.843803 3.132425 4.929799 2.114036 -0.594994 -4.106052 0.033695 2.359506 3.669286 1.7101 4.778232 3.486097 3.97200208147221 5.755847 1.53777334176319 3.29877258197854
"COSMIC_905939" -2.143997 -4.169725 5.557985 1.901695 -5.502029 5.161437 3.476255 0.970182 3.337 6.383059 2.46034460932388 -1.186251 8.03922 5.09742106552926 1.939241 -2.93729 1.969446 2.3137910366325 4.23421066755489 1.682872 6.305908 5.509641 5.692834 2.06854227206344 2.489168 2.74120398600404 1.739559 1.88511 -1.373595 0.616533 0.499779 -2.690403 -0.561027 3.208651 1.650946 -4.153124 1.666054 -1.289972 2.80889 0.310633902050008 3.811331 2.446761 0.307306 5.084165 2.77612996758453 3.54403267259904 6.362954 4.171451 6.232021 -0.98871 -3.335624 -0.014316 -4.930424 2.52220118936998 1.1894 2.784226 3.524115 6.225549 1.493652 -6.143274 2.592184 2.511332 5.039215 5.758796 -5.020382 0.176709 7.382881 2.745774 6.171881 2.129778 5.987072 3.765453 6.601262 1.897883 -0.532379 6.49767 1.106439 5.077142 1.26223 6.845794 2.367229 -0.786355 2.350621 0.171516 7.746404 -1.520365 3.958083 5.505819 2.016356 5.231915 4.483209 0.838687 2.059195 6.373591 0.932507 4.198147 6.480681 5.531558 4.386571 1.275149 4.722792 0.192846 3.924709 4.244492 3.529842 1.955773 3.70056871344205 4.390879 6.09672 -0.910599 -0.680546 -2.381189 -3.983754 -0.387009 -0.471402 5.640698 4.18284 6.660837 1.554004 3.680476 1.8355 1.92897 -0.036962 0.500358 3.121925 2.333895 4.930673 5.389997 5.938641 3.6478 7.10173 -0.194883 0.863271 0.588656 -3.499314 5.969778 7.558701 3.850099 -3.457058 -5.49052 -1.059314 0.562195 2.920176 3.854982 3.909068 -1.120958 5.985698 5.011355 5.097957 4.327894 -1.823588 2.242678 0.902901 0.073504 2.694805 2.593014 -5.085643 1.087316 5.439767 3.563822 2.538264 0.619775 2.910128 2.367171 1.547796 1.778609 4.855538 0.265862 5.652014 3.485829 1.103293 7.138137 0.846075 5.133473 3.599697 3.379557 4.494808 -3.6852 4.06602 5.861995 4.592109 0.518329 6.358387 3.374523 6.314277 2.822165 0.215332 -4.200897 -0.101392 1.03741 6.007783 2.116363 4.020639 2.583502 2.62686465875174 3.328275 -0.970947 1.77650870647549
"COSMIC_910704" -3.140216 -2.721654 2.942159 1.781521 -5.808503 1.164262 1.878001 0.611266 1.81639 4.545105 3.295041 0.357283 4.386445 3.816371 -1.595518 -2.727706 4.784235 1.893884 4.168411 2.081205 4.487396 3.979619 3.696276 2.267448 2.692427 2.631472 1.690768 3.258484 -1.630949 0.169133 -0.661951 1.245524 1.6361 2.736257 3.085709 -4.928151 3.065072 -5.262412 3.11873 0.281961589013185 2.455376 4.794872 2.464695 2.601968 4.399093 4.739509 3.041958 1.880622 4.601194 1.672279 -3.194812 -2.761109 -5.395742 3.680038 3.77269555591655 3.183546 3.076048 5.010079 2.932871 -1.29192599175193 2.277444 1.645758 2.816523 4.289407 3.584409 4.54304 7.14716 1.950847 5.326003 1.187774 5.070187 4.733537 4.573952 2.589109 -1.469873 5.012063 2.45749 0.380939 1.733721 4.291762 -0.8194 -1.822944 2.152919 1.50308 4.945122 2.881952 2.120306 5.248218 0.413591 1.026486 3.6301 3.039756 3.240117 5.291388 1.758154 3.221596 5.380286 3.78568 4.132493 5.371232 5.38197 5.38197 3.072808 5.036591 3.678063 4.416066 3.519478 3.137651 5.162875 3.90187 -1.053232 -3.27942 -4.563286 3.652011 4.13804 4.352744 3.415269 -1.792779 2.099397 4.939759 1.873729 2.133808 5.68675 5.084608 3.964133 3.160005 -0.557038 3.552436 -0.001311 6.033121 6.439791 -1.417217 -0.330418 -0.93116 -1.567712 5.082923 5.567629 4.741192 -2.906181 -4.764741 -1.721668 2.273366 3.079385 3.839362 2.465502 0.892216 4.806565 3.837386 2.029649 3.175201 -1.409157 1.68678 0.65545 3.209754 3.128798 2.687535 -3.465757 1.355119 4.433442 1.985021 1.804488 2.994065 1.902246 -1.008166 1.838257 2.411441 4.014987 -0.15687 3.937666 3.714983 1.501054 5.3645 2.211399 4.600243 2.704437 2.867766 3.370494 -3.305873 2.671209 2.910148 2.999472 1.080738 5.242059 4.683879 3.82967 2.076296 2.878738 -5.051442 3.40357 -0.231396 4.907507 1.815652 2.165145 3.188396 3.37469 0.746132 -0.448980979260398 4.092653
"COSMIC_908460" -0.491825 1.966532 6.548302 5.071501 -0.630313 5.500689 4.086126 4.396985 7.382129 8.528355 4.94440235689807 3.34582 6.57095659382686 6.48216227500268 3.076726 0.8875 8.024829 3.60146385510199 4.88273916792302 7.636583 7.560074 8.833005 6.256123 3.70339544443198 6.605818 5.02574591265486 6.83753 5.561256 2.865431 3.1391 1.79507319070552 2.677212 6.03718 7.83539 3.596428 1.679558 5.988383 0.754586 7.201923 3.72798643873415 5.384168 7.587956 4.592395 8.531499 5.17586021748086 4.55025527863343 8.037548 3.542632 6.838496 4.366991 0.788218 1.401581 -0.171596 2.83286702310668 2.2271503745384 7.298306 6.463613 7.490943 7.141362 0.328044 7.683826 5.944295 7.64558 7.64863 3.442716 7.884271 9.465658 7.323969 7.562155 5.793573 7.273905 6.189911 7.420899 5.89444 3.13349 8.657486 7.383567 7.151933 5.538004 7.785437 8.060205 4.453593 6.984405 3.907614 8.983259 4.880672 4.902523 5.968051 4.64241 6.21112355684561 7.145964 7.438774 6.222579 7.777751 1.562539 7.544647 8.232139 7.455104 7.05761 6.584437 6.458098 4.160215 5.016605 7.678459 5.347714 3.742702 4.57294734625337 7.688215 7.105752 4.466627 3.000629 0.349016 0.73895 4.292233 4.18357 7.511466 6.216914 8.178619 4.325413 7.399693 4.773034 4.077946 5.557552 3.837201 6.691955 6.446576 8.502715 6.991919 6.474647 7.006156 7.788031 1.84626 2.237723 4.566197 1.085916 5.071247 6.869933 5.999082 3.305573 2.166251 3.163496 2.606507 5.466413 6.980975 6.045342 2.75397 8.683739 8.157342 8.498053 9.006933 1.569101 7.833082 3.806632 5.678906 4.885522 4.040322 0.130016 5.74506 8.149737 5.353873 7.175694 6.837806 6.394779 6.09956 6.452993 7.068358 8.364312 5.309448 7.129419 8.007032 5.21579 8.737622 5.837842 8.635665 5.64104 6.64163 6.331923 -2.508427 6.745453 6.185619 8.271721 4.607993 8.643844 7.594746 7.808014 7.001864 5.846564 2.867872 4.499266 5.258583 8.437308 5.701874 6.816392 7.39005 5.28749573542413 8.706606 -0.538617556053991 4.07687146231241
"COSMIC_909745" -1.5951 -3.015635 4.181488 2.67302 -5.81748 4.071856 1.361645 2.561899 4.561119 4.87476 2.36270725616983 -0.688815 5.50344025883012 4.6486500887722 2.754949 -5.022539 3.493333 2.27145715891175 4.32218526487527 2.045931 5.950122 6.438377 3.28619 3.54810037849437 0.930244 3.44988472495929 2.087935 3.045461 -3.2772 0.067345 -0.443824773604702 2.371263 1.660225 5.332841 -2.065788 -4.117771 4.325019 -4.827632 3.337829 0.473156717469919 3.617335 3.977965 1.734971 3.497391 2.94646971864315 4.22922598472099 6.969148 2.847109 5.535227 1.434901 -1.73727 3.971133 -5.787138 2.88736433628432 1.88375133001289 3.475033 2.912886 5.229135 1.439948 -1.812024 5.670996 1.261703 2.994842 5.681791 0.917792 5.500943 6.292316 3.391263 6.13555 1.867665 6.128896 3.329556 5.946085 5.118182 -0.631462 4.610129 1.182058 3.558349 1.75024 5.704415 3.361222 -2.952823 4.488974 1.577951 6.15549 4.868001 3.535734 5.409473 4.696589 3.68179197561719 4.321073 5.153877 3.149504 5.642154 5.795953 5.551634 5.717164 5.071293 5.009306 3.909667 5.408061 2.480602 3.478469 5.802375 4.641855 4.412859 3.84952110606393 4.391131 5.84005 2.314869 0.133457 -1.144878 -2.335261 3.44305 4.537412 5.726042 5.372578 5.690724 2.516241 3.683209 3.069425 2.868399 5.419981 0.282358 1.684678 1.969445 5.345367 4.209667 4.168184 5.734994 5.968568 2.116343 1.440742 2.392589 -0.950885 5.76024 6.127259 4.765244 -1.133687 -3.60925412239775 -0.418243 1.19783 2.983246 6.444975 3.166861 -0.081534 4.839361 4.574255 5.41457 2.754796 -2.015302 2.719497 0.692324 3.371866 2.340618 3.627417 -3.991732 1.733477 4.458931 3.012218 1.223778 1.911774 1.080075 1.760136 1.294992 2.062294 3.560065 -0.919057 5.178532 4.699 0.115887 5.717687 3.885537 5.976508 3.011939 1.798715 3.23793 -4.356165 4.466138 3.598125 4.405122 -0.299237 4.91713 3.675703 4.464353 3.246354 3.393415 -2.932792 3.445837 1.347723 5.817688 2.293239 2.739728 4.998898 2.94736743324137 1.701966 0.525564396443209 2.60325310555417
"COSMIC_907173" -2.420773 -0.647796 5.027683 4.464313 -1.993774 4.466009 3.373091 3.343517 4.938893 5.909933 2.26960578019552 0.888439 5.99784339663796 5.23745961020034 4.521009 -3.337414 4.187718 2.48888597178282 5.31719865543287 3.627182 3.088928 6.053982 3.748501 3.87428045760198 2.382722 2.19442985072042 4.231853 3.668911 -0.744059 2.546844 0.574099932759912 1.255056 1.117741 4.887234 -0.72926 0.136274 3.545265 -1.59888 2.375909 -0.408984448613411 3.099358 4.224824 1.404964 4.254638 3.98784945531823 4.44749350807218 2.453999 3.822946 3.248663 3.491001 -2.063108 1.382245 -3.175886 3.40822818371807 2.79380769600716 4.297244 3.243275 5.714464 5.522972 -2.453406 4.733983 0.019959 4.797179 2.836378 1.931575 5.95883 6.39873 4.076241 6.232597 3.463293 6.209673 0.564014 3.688224 2.684093 -0.992646 5.355708 3.780417 4.605067 3.208378 4.997879 4.024222 -1.083288 4.207153 2.972972 5.924732 2.786646 2.779772 4.044448 2.53088 3.72205244065557 3.428888 5.318356 4.340711 6.07132 5.153219 3.471181 5.473178 4.569471 4.756939 1.14475 4.26001 0.294086 3.141594 4.423741 3.466676 3.078088 3.61924495090173 3.839272 5.982914 -0.742993 -0.200005 -1.947016 -1.472201 1.628683 3.119419 4.125913 3.118696 6.168467 3.009869 2.108617 4.030456 2.653966 6.530037 0.31782 1.334889 2.161752 6.120549 4.494107 0.868614 4.400744 5.645185 -1.457575 1.184182 -0.428331 -2.362942 5.96371 6.547554 4.258323 3.022882 2.245237 0.272287 -1.139991 2.368238 2.256398 3.012091 -0.797114 5.99711 3.373738 4.28164 6.59733 -1.185389 2.414867 1.700141 3.596118 2.69681 4.926509 -3.461774 3.559041 4.081584 3.151404 3.691321 3.442508 4.225371 2.725179 1.253133 4.117122 4.123865 1.204858 4.484222 3.828957 2.465522 6.129724 3.21588 6.165046 3.707732 4.439983 3.230537 -2.942852 3.992502 4.435834 3.919507 0.794759 4.572824 4.497149 5.646229 4.13629 -0.596572 -0.154073 4.351563 4.201921 5.662402 5.237252 4.224427 5.008524 2.95937633254854 5.028924 1.63845553608305 1.39898782174093
