"Camptothecin_1003" "Vinblastine_1004" "Cisplatin_1005" "Cytarabine_1006" "Docetaxel_1007" "Gefitinib_1010" "Navitoclax_1011" "Vorinostat_1012" "Nilotinib_1013" "Olaparib_1017" "Axitinib_1021" "AZD7762_1022" "SB216763_1025" "KU.55933_1030" "Afatinib_1032" "Staurosporine_1034" "PLX.4720_1036" "NU7441_1038" "Doramapimod_1042" "Wee1.Inhibitor_1046" "Nutlin.3a...._1047" "Mirin_1048" "PD173074_1049" "ZM447439_1050" "Alisertib_1051" "RO.3306_1052" "MK.2206_1053" "Palbociclib_1054" "Dactolisib_1057" "Pictilisib_1058" "AZD8055_1059" "PD0325901_1060" "Obatoclax.Mesylate_1068" "X5.Fluorouracil_1073" "Dasatinib_1079" "Paclitaxel_1080" "Crizotinib_1083" "Rapamycin_1084" "Sorafenib_1085" "BI.2536_1086" "Irinotecan_1088" "Oxaliplatin_1089" "BMS.536924_1091" "GSK1904529A_1093" "Tozasertib_1096" "PF.4708671_1129" "PRIMA.1MET_1131" "Erlotinib_1168" "Niraparib_1177" "MK.1775_1179" "Dinaciclib_1180" "Gemcitabine_1190" "Bortezomib_1191" "GSK269962A_1192" "SB505124_1194" "Tamoxifen_1199" "Fulvestrant_1200" "EPZ004777_1237" "YK.4.279_1239" "Daporinad_1248" "BMS.345541_1249" "AZ960_1250" "Talazoparib_1259" "XAV939_1268" "Trametinib_1372" "Dabrafenib_1373" "Temozolomide_1375" "AZD5438_1401" "IAP_5620_1428" "AZD2014_1441" "AZD1208_1449" "AZD1332_1463" "Ruxolitinib_1507" "Linsitinib_1510" "Epirubicin_1511" "Cyclophosphamide_1512" "Pevonedistat_1529" "Sapitinib_1549" "Uprosertib_1553" "LCL161_1557" "Lapatinib_1558" "Luminespib_1559" "Alpelisib_1560" "Taselisib_1561" "EPZ5676_1563" "SCH772984_1564" "IWP.2_1576" "Leflunomide_1578" "Entinostat_1593" "OSI.027_1594" "LGK974_1598" "VE.822_1613" "WZ4003_1614" "CZC24832_1615" "AZD5582_1617" "GSK2606414_1618" "PFI3_1620" "PCI.34051_1621" "Wnt.C59_1622" "I.BET.762_1624" "RVX.208_1625" "OTX015_1626" "GSK343_1627" "ML323_1629" "Entospletinib_1630" "PRT062607_1631" "Ribociclib_1632" "AGI.6780_1634" "Picolinici.acid_1635" "AZD5153_1706" "CDK9_5576_1708" "CDK9_5038_1709" "Eg5_9814_1712" "ERK_2440_1713" "ERK_6604_1714" "IRAK4_4710_1716" "JAK1_8709_1718" "AZD5991_1720" "PAK_5339_1730" "TAF1_5496_1732" "ULK1_4989_1733" "VSP34_8731_1734" "Selumetinib_1736" "IGF1R_3801_1738" "JAK_8517_1739" "AZD4547_1786" "Ibrutinib_1799" "Zoledronate_1802" "Acetalax_1804" "Oxaliplatin_1806" "Carmustine_1807" "Topotecan_1808" "Teniposide_1809" "Mitoxantrone_1810" "Dactinomycin_1811" "Fludarabine_1813" "Nelarabine_1814" "Fulvestrant_1816" "Vincristine_1818" "Docetaxel_1819" "Podophyllotoxin.bromide_1825" "Dihydrorotenone_1827" "Gallibiscoquinazole_1830" "Elephantin_1835" "Sinularin_1838" "Sabutoclax_1849" "LY2109761_1852" "OF.1_1853" "MN.64_1854" "KRAS..G12C..Inhibitor.12_1855" "MG.132_1862" "BDP.00009066_1866" "Buparlisib_1873" "Ulixertinib_1908" "Venetoclax_1909" "ABT737_1910" "Dactinomycin_1911" "Afuresertib_1912" "AGI.5198_1913" "AZD3759_1915" "AZD5363_1916" "AZD6738_1917" "AZD8186_1918" "Osimertinib_1919" "Cediranib_1922" "Ipatasertib_1924" "GDC0810_1925" "GNE.317_1926" "GSK2578215A_1927" "I.BRD9_1928" "Telomerase.Inhibitor.IX_1930" "MIRA.1_1931" "NVP.ADW742_1932" "P22077_1933" "Savolitinib_1936" "UMI.77_1939" "WIKI4_1940" "Sepantronium.bromide_1941" "MIM1_1996" "WEHI.539_1997" "BPD.00008900_1998" "Foretinib_2040" "BIBR.1532_2043" "Pyridostatin_2044" "AMG.319_2045" "MK.8776_2046" "Ulixertinib_2047" "Vinorelbine_2048" "VX.11e_2096" "Uprosertib_2106" "LJI308_2107" "AZ6102_2109" "GSK591_2110" "VE821_2111" "AZD6482_2169" "AT13148_2170" "BMS.754807_2171" "JQ1_2172"
"COSMIC_910952" -3.557146 -4.137956 3.073239 0.263737 -4.246956 0.875861 1.754994 -0.022783 1.937878 4.584842 1.54748690709432 -0.963358 4.6697668271893 3.96911039411551 -0.680052 -5.518554 2.426417 2.84671936605854 4.23319278546544 1.153272 1.003999 3.92905 4.42409 3.41275690051247 4.104858 3.58955441930405 -0.02014 1.155189 -2.855673 -0.733213 -1.06796496409899 0.216178 1.432945 2.80974 -3.995474 -0.875751 4.389663 -3.077985 3.5426 2.37144785294676 2.004603 2.340046 0.518017 5.007412 2.78821781548283 3.92766489347049 2.073489 0.013343 4.849481 -0.160874 -2.700056 -3.531749 -4.905991 3.50972546864861 2.91540072660278 2.474492 2.5106 5.299376 3.025489 -2.158404 3.001713 0.41136 2.354678 4.106326 -0.851573 3.485905 5.761645 1.348894 5.591183 0.001556 5.219753 0.363378 4.396319 3.367674 -1.001126 5.823359 -0.514415 1.224168 1.040525 5.978126 0.327363 -2.098503 3.350097 0.606365 6.137556 2.815523 2.234858 4.985488 3.597563 3.62329661226451 3.486765 3.243651 1.825173 4.978595 4.046103 2.058285 5.523214 5.176847 5.283968 1.341796 4.306936 1.001787 3.477673 4.015995 1.378705 1.622688 3.8036308292424 5.244291 5.167088 -1.187469 -1.543005 -3.649975 -1.42456 0.819516 4.510326 4.269243 3.182657 6.175874 2.087281 3.767735 3.892638 1.539922 4.764643 -0.753954 0.577166 4.06174 4.291849 3.852138 0.976417 3.641425 6.661832 0.036203 0.275594 -0.265383 -3.477611 -2.738031 4.878136 5.446736 0.710193 -0.673303 1.079735 1.676554 3.73771 2.313294 2.611745 0.276311 5.827096 4.947874 4.649311 5.565835 -1.355096 1.05552 -0.00141 0.600045 2.598057 1.122946 -5.614742 0.253826 3.943289 0.169265 1.342914 1.51269 -0.633664 -0.475419 0.385555 1.66025 5.398418 -1.051086 4.140299 2.869746 -0.481545 5.152089 2.551376 5.481115 3.795034 3.97658 1.476141 -2.846663 4.489564 2.498664 3.117467 0.583776 5.204966 2.632026 2.121966 1.679403 0.344376 -1.7183 2.025308 0.611682 3.50078 1.072085 4.769925 2.785258 4.05469298989897 0.849981 1.05610810828481 2.8420235115129
"COSMIC_909784" -2.062184 -1.793051 2.771226 1.320685 -4.11426 4.183201 2.694316 2.81716 3.992258 5.078408 3.10057965173784 2.243178 5.8320005193429 4.04181563212846 2.86439 -2.114999 1.694959 2.62344142130767 4.1053068054344 4.719793 2.555433 4.838397 4.713467 2.85304708955942 3.868053 2.62989572874082 2.53269 4.595523 -1.304247 1.144797 -0.25064130797901 -1.194629 1.238371 5.549361 2.402831 -2.75477 3.957308 -3.274386 3.850761 1.11440094479678 3.627539 5.636742 3.261671 5.848462 3.52717579199911 4.05327393810462 3.538709 4.232975 4.439533 3.104436 -1.885868 0.682195 -4.566788 2.73662234538442 1.80193601670037 4.689621 3.689896 5.515014 2.811412 -1.643639 5.639354 3.369541 3.82705 5.039963 -1.641155 1.206138 6.992082 2.097564 5.910148 1.876349 5.726647 4.758764 4.803986 6.351023 -0.554864 5.953144 3.269764 5.822924 1.960888 4.875728 4.963899 -3.045864 3.351626 1.725744 6.290965 1.51448 3.620369 7.68617 2.185794 3.60609068305498 6.247655 4.812416 2.529495 5.424398 1.502017 4.818411 5.718296 5.152495 5.380794 2.711747 4.79834 1.924157 3.557057 6.546322 3.865116 3.585942 4.44466917708226 4.405513 5.920227 3.170021 0.697989 -1.647301 -2.300741 0.916947 2.584783 6.295554 6.339104 5.245083 3.236037 6.216898 3.658843 2.304554 1.020034 4.242837 3.378549 4.551584 5.179746 4.372263 3.918762 5.507409 6.68807 1.770198 0.957396 2.008758 -1.675755 3.989895 5.857039 3.989118 0.367984 -0.706199 -0.524315 2.441158 2.102366 2.958047 4.645178 -1.014029 5.929107 5.263797 4.034917 5.098548 -1.551921 4.11437 1.501191 3.074345 2.926967 2.460484 -3.48441116479808 2.674449 5.801422 3.40342 1.940649 2.980984 1.25943 2.668349 2.384185 3.003296 5.758997 0.725018 5.050528 5.774289 0.465951 5.995124 4.170569 5.903986 2.424473 1.989155 4.837081 -3.421731 5.257472 4.633338 5.242888 1.560379 5.865661 3.474221 3.492512 3.7979 1.9874 -2.488154 1.915763 1.578171 5.799712 2.352226 4.767835 5.973491 3.36026373822556 3.33554 1.62640679831819 3.42906519287676
"COSMIC_724873" -2.856155 -3.652152 2.99363 1.508116 -5.274726 3.111647 2.161484 0.563367 2.576439 3.662264 3.21412604323142 0.796777 5.13864682350013 4.08139037068655 1.563318 -3.297568 2.582041 2.60865135242327 4.95973955601365 1.354952 5.54466 4.48403846614939 4.299976 2.73592216172714 2.19257611269958 2.73722390653396 2.852349 4.595076 -2.053592 1.054053 -0.346972094910819 -1.579361 0.962405196841921 4.462445 -0.458581 -3.728731 2.33851977235846 -2.696799 2.786916 0.173224008208907 0.948865 3.220701 1.717638 4.052284 3.19448823183477 3.77051152765981 4.60654983633681 2.616283 4.09749592076752 -0.178808 -2.61040724402893 -0.500239 -4.545854 3.10084077591556 2.25244895659566 3.850984 3.244989 5.147903 1.919997 -3.237823 3.1566901346464 2.17752076363729 2.155859 4.05602132761485 -2.101922 5.420158 6.461174 2.36248145981619 5.13076977311305 2.03008585381766 5.1735599031822 3.85084458135833 4.7682132123674 2.685974 -0.47193 5.518092 1.969135 4.009143 2.76184319952738 4.65265607473729 3.040767 -4.014009 2.427928 0.740793 5.431544 1.838901 2.63461623606019 5.06237002747573 1.30609397423306 3.68818081279997 5.382709 3.56554812784248 3.37824164680056 4.92051993218461 2.43369633337232 3.49389408502151 5.03855808131452 4.17139810910613 4.36810279011974 3.11260913345951 4.60490143300843 2.2180259975936 2.59466035469164 4.66820456562584 3.31985683408879 3.0131767130612 4.41843842751073 4.35480402485084 5.17518786836184 1.71442292254374 -0.191380651520314 -1.87821311536084 -3.19253065730793 2.09701338097408 2.64379743810517 4.90041220537178 3.96348824749567 4.11008392848083 2.25505533378684 4.21029000456473 2.49001001892035 2.39910362046545 2.87195930915792 1.04635120170467 3.02227328597079 3.881937 4.72653611306018 3.62626256569901 3.29392101964743 5.15414564431044 5.94946460324565 -0.297236701036914 0.187844301811446 0.582807054224713 -2.42261530845333 4.14452382882448 6.01541209755625 4.59380166048556 -2.24741790457672 -3.61280813254068 -0.849814587243732 1.18840449716212 2.80447107047955 3.0276179482167 3.52137110484674 -0.430140992649091 4.940863611161 4.50008603869024 4.63362751389277 3.87819608422593 -1.341883 1.853642 1.03704 3.161121 3.002484 2.315269 -4.459336 2.647154 4.925588 2.259963 2.972368 2.427164 3.083534 1.983413 2.411842 3.413929 5.194131 0.138231 4.684743 3.853695 0.076935 5.248374 2.288725 5.020341 2.312038 2.057751 3.474636 -2.722829 5.419555 4.381549 3.358112 0.464819 5.654899 3.484434 5.456654 5.04921 2.923446 -3.846909 1.982891 1.944065 3.730631 1.899185 4.390652 3.83113993707761 3.67812140332231 2.523408 1.22978864308581 2.33005089264268
"COSMIC_906834" -4.643568 -5.489995 1.02728 -1.547959 -6.140829 2.798209 0.347931 -0.397501 2.601204 1.708469 1.77026396290031 -2.372847 4.33183735654717 4.00184282788587 1.324206 -4.140922 3.561251 2.28177839371198 4.50070680695604 0.166004 1.599711 3.598024 1.339379 2.61456255867208 -0.441637 2.145019926766 1.913096 0.9205 -3.606482 0.529986 -0.863402732728843 0.150355 0.265709 2.049458 1.425661 -4.988134 1.229919 -3.146804 1.70212 1.7765332374125 0.244272 1.547169 1.399264 3.176145 2.14888157925279 4.2456944775601 2.453285 2.40757 1.823695 -0.987199 -4.138179 -5.094835 -5.884914 2.46326599875815 1.93657984652184 2.600819 2.244489 3.399454 0.017529 -7.58246 1.72155 -0.027083 -2.874035 3.057665 0.878044 4.613922 5.144706 0.399457 4.716059 -0.928104 3.893916 1.04589 3.557238 2.507229 -3.235671 4.406877 -2.325859 4.417103 2.295899 4.698485 1.815029 -4.245417 3.327255 1.920515 3.669486 3.99868 1.811948 4.805717 1.659359 3.61879166722338 3.910326 1.191851 1.656372 4.150475 1.856747 4.621516 3.354755 2.209745 3.689909 0.826345 2.979167 -0.398855 0.874431 5.048622 3.049131 1.438691 3.87897528964013 4.272992 4.527663 -1.275953 -1.872518 -4.503233 -4.771048 1.830137 3.091984 3.095877 2.261294 4.558032 1.52071 3.369565 1.665159 1.612493 3.802074 -1.518776 0.469398 0.84941 3.499401 3.064106 4.465721 3.124989 5.743362 -1.22884 -1.907779 -1.689745 -4.556771 2.72157 5.415607 4.039906 -4.564414 -4.570838 -2.222767 2.311817 2.169933 1.175687 1.363819 -0.56739 2.357326 4.412414 3.672424 2.376361 -2.855663 1.464104 -0.391978 2.320209 1.449609 -0.333677 -6.942002 2.176882 4.005804 1.859219 2.44111 -1.040965 2.459586 0.326343 0.750738 3.005325 4.42704 -1.672496 4.551381 2.401767 -1.06518 3.962433 1.274582 3.619107 1.459435 2.320702 3.701821 -3.70121 3.445352 -1.646435 4.255529 -0.373378 4.49292 2.076426 3.229771 1.103225 2.353507 -3.368418 2.238635 2.087329 4.501147 3.213349 3.303086 1.560325 4.52741471758585 1.455171 0.867983795161754 2.36794482386622
"COSMIC_906798" -5.115998 -4.007594 0.618066 2.625413 -5.449985 2.475056 1.326406 2.687246 3.820425 2.675026 3.11986255149631 0.524482 5.00746256401289 3.21145402864236 1.728613 -2.146264 5.566856 3.23048039772643 4.66029248680788 1.848327 4.713421 4.127695 3.288157 3.25620470724435 2.15707 2.85631328220293 3.82613 3.936173 -0.753863 1.395693 -0.292050183027805 0.588384 0.793065 4.410077 2.06035 -3.935192 3.660974 -2.110662 2.088023 0.206723863556428 0.039772 2.266859 1.824514 4.068106 4.04107755806374 3.86916492688855 4.353424 2.312151 4.690389 0.756636 -3.064554 -4.587367 -5.217017 3.01050437515407 2.3510069391921 3.089203 2.431953 4.337485 1.517745 -4.83319664914959 2.180626 1.960404 0.716563 4.137965 1.270118 5.23227 5.175687 2.044927 5.245333 1.998011 5.30751 1.709686 4.560488 4.160544 -2.410908 4.769291 -1.140918 4.247959 3.589604 3.573743 3.747392 -3.870745 4.181952 2.683493 4.338978 3.054605 1.375759 5.402275 4.212253 4.082992 3.325642 4.043897 4.78234 5.043671 3.580158 2.580122 4.93669 4.580237 4.501633 2.831987 4.569584 3.087195 1.434211 4.203089 3.804618 3.879356 3.67003920043475 3.606083 4.785041 1.85826 -1.483178 -2.368811 -1.733454 2.484928 4.007982 4.678309 3.766042 4.928578 2.747954 5.002484 2.371443 2.542564 5.507719 1.241381 1.663865 1.537208 4.924214 3.031908 5.565306 4.240772 4.986541 -2.391341 -0.446555 0.173666 -3.344699 5.697918 5.672772 4.668554 -1.420343 -4.288678 -0.705517 -0.006439 2.162906 2.803125 2.967291 -1.327835 5.22566 3.880442 4.89962 3.145631 -1.977871 2.205733 0.846143 3.077901 2.661936 4.331129 -6.175824 3.072368 3.874526 3.203565 3.086379 2.884306 2.677649 1.947058 1.688912 3.422488 4.882372 0.774218 5.192832 3.430204 -0.388529 5.290867 3.714201 2.834822 2.50505 4.595751 3.719778 -5.464149 3.611094 3.929314 5.285612 0.393031 3.855605 3.335119 4.519618 4.198355 2.014322 -3.152506 3.654413 5.005043 4.904614 2.594762 3.79656536508571 4.56722 3.82701672787445 5.290583 0.841772148305431 2.57893687395599
"COSMIC_910079" 0.467733 -4.661422 4.020049 2.594195 -5.450322 0.770741 6.085971 0.906525 4.971803 4.044627 1.74766658119083 -0.659539 5.04975635773468 4.42460297481208 -3.377473 -1.846138 5.253488 2.71674395305939 3.73292614449039 2.17928 5.300729 4.587941 2.794469 2.877762598238 -0.673071 2.01695375689033 2.570969 3.489295 -1.089164 1.340776 0.263732862843153 2.512059 3.005511 2.856666 1.940715 -4.39365 2.924624 -2.231654 2.345688 0.958451425412696 5.059904 4.383946 1.705253 5.35472 3.17860982426026 3.95198989578875 4.129917 2.470014 3.677319 0.835001 -2.37279 2.866363 -4.996344 3.44424566242787 2.28314527344958 3.081173 3.690841 5.579594 1.29328 -4.07827466387261 2.543794 2.405031 3.354341 4.078351 1.519628 4.845178 7.606753 3.259197 6.029792 1.969915 5.229552 4.044572 4.269398 4.942139 -1.044418 4.983276 0.791247 0.057542 3.073578 4.828019 -1.172528 -3.05859 2.786776 0.587146 5.605502 3.387063 3.445 5.518687 1.662292 5.247135 4.634726 0.965896 4.384428 6.093956 2.387938 5.507703 4.431737 4.194732 5.299391 3.810424 4.961944 1.993586 2.367733 4.831575 3.303866 3.868276 3.8261480562397 3.705263 4.939075 2.232658 0.645236 -1.160996 -1.159241 5.017766 4.485356 4.093892 4.759919 5.945027 2.055421 4.125145 3.34886 2.210339 5.067186 0.841041 2.08833 3.299502 -0.44407 4.321313 -0.50898 5.369754 7.048507 2.052689 3.888621 2.228219 -1.340374 6.276754 6.606558 5.488821 -1.939841 -2.084416 -1.010431 0.900554 3.441446 4.28875 3.40608 -0.06358 5.019426 3.505716 4.251645 5.716666 -1.385394 2.700763 0.736888 3.555376 3.304053 2.313778 -3.785069 1.734134 3.609975 3.589776 2.817264 1.148912 2.875786 -2.751512 1.708318 3.018606 5.657007 0.698118 5.455838 4.077969 0.41005 6.043371 1.572896 3.835936 3.030876 4.535416 2.893942 -3.023716 3.949218 3.583963 3.747628 0.659004 5.342395 3.239385 6.02462 3.410789 4.453079 -3.11488 4.899829 4.28178 6.070532 2.198331 5.05161 5.797311 4.11368406231021 4.865684 0.18342826719001 2.9115627120137
"COSMIC_908462" -0.962559 -5.536505 5.888126 2.140837 -5.882347 5.137008 6.454198 1.563829 3.412362 4.068313 2.08853709117867 -1.982295 5.24255522443637 4.41776304815221 1.156268 -4.529029 2.056807 2.78706012193903 4.42971229369213 1.176928 5.620221 4.87280304025455 2.738625 3.59459850501748 2.46320264082008 2.60771538193747 2.267767 3.122839 -3.4141 1.583986 -0.212453944741222 1.353342 1.45558193131271 4.802423 -1.358895 -4.105303 2.79790035919767 -2.451809 3.464761 0.0964717699397355 2.276824 4.91907 1.914901 3.37532 3.34054802856979 3.72932362233792 5.62922736670946 3.284524 4.95078393332692 -0.910548 -1.83487363716874 3.229598 -4.540258 3.36857310075308 2.12530276356171 2.513642 3.192497 5.317626 1.233227 -0.281139 4.0408094610377 2.07344752630424 0.893008 4.51398499431339 1.690562 3.778267 6.486832 2.97555564598985 5.86782440284832 1.21170036951758 5.41762136287346 3.60946356162831 5.21649176041236 4.410304 -0.881802 5.874721 5.082392 3.631027 3.25006287509558 4.81209148175189 2.446112 -3.547102 3.553888 3.370175 7.244227 4.609659 3.1169855228367 5.38940431002637 3.23477926762974 4.04930967980358 6.624121 2.78730746760026 3.67655210853074 5.60210320714826 2.43471674974473 3.79793106010916 5.6957064738066 4.69416507248444 5.08286910238472 3.55229260512087 5.07670461400173 2.69481189282516 3.11367596269115 5.17657730374878 3.78758744584766 3.16368652586111 4.21188553984719 5.15546928205034 5.46756532531835 1.77286697194232 0.442726805623424 -1.44012189245259 -2.89562478878578 3.17237628151223 4.20263658890005 4.96046408131097 4.63228336106296 5.47231269759699 2.45211076082261 4.9145626308133 1.77663625124952 2.59962327535965 4.76926258365319 1.68822191629676 2.33585381028978 4.091418 4.46614350066599 4.13210753392735 2.89011267805365 5.70966466683404 6.4558413908916 0.810001855875906 1.63674781971043 1.62231551524858 -1.89933531511141 4.23212888916509 6.29089490093992 5.00134754541437 -2.1875828895309 -3.84958280026317 -0.662615303144193 1.55767639908792 2.99777182781155 4.22116582898768 4.10847965716166 0.0191368106139914 5.09014188044412 4.80795862816256 4.71811119388902 4.58120311557578 -1.348255 1.59837 0.818763 3.095368 3.134169 2.946746 -3.414633 2.3575 4.480906 3.50821 2.435371 0.334502 2.73549 2.770178 1.328061 3.17022 5.769054 -1.150503 5.10227 4.717219 1.448606 6.662703 2.27987 6.363484 5.045886 2.857796 3.73666 -5.686744 5.407303 4.946703 3.032031 0.479013 5.584261 2.892503 5.307773 1.678362 4.684853 -2.553754 3.851721 4.023916 6.29472 2.884274 4.775592 4.755602 3.14252771029226 3.613708 0.773007466956187 2.67493486418779
"COSMIC_1290798" 1.431538 1.128721 5.276856 3.953262 -2.629785 3.871241 4.228594 1.689853 3.293908 4.503029 5.43934 4.078612 6.291074 5.496396 1.015272 -1.797032 6.118688 4.09452 5.363192 4.55963 5.583236 6.245847 4.726249 3.721554 4.360658 4.365193 2.624951 3.900809 -1.947326 0.984805 -0.8237 2.348368 3.994812 6.880987 3.415791 -0.800833 4.661498 -3.325501 2.933901 3.21432 5.392277 6.136506 4.576194 4.229107 5.889699 4.200811 6.765949 2.176347 5.291044 4.245177 -3.045634 4.488862 -5.727178 3.693036 2.56321163199295 4.724225 3.637373 5.837649 3.511931 -1.89917872781246 4.345465 5.468889 3.711891 3.560755 2.792409 5.506516 7.08225 3.360426 -0.560119 2.117514 5.884255 5.561497 4.002671 4.99145 1.358159 5.573003 4.010044 1.433425 2.692164 1.734617 0.97095 -1.500553 2.249805 0.874352 5.849456 4.321568 3.320527 4.84635 1.046082 1.356783 3.393169 3.515286 5.903682 5.854741 -2.4678271580618 5.74003 4.974505 5.787893 5.345537 3.674595 4.271466 4.226001 2.822827 4.509384 5.832239 5.719274 3.59288 4.705406 4.312928 2.484792 1.236544 0.542595 -0.8923 3.841404 5.957186 4.429403 4.587375 2.448017 3.431775 4.030091 1.772906 2.507143 6.192995 6.012252 5.704661 2.40407 3.61260563534999 4.270538 1.950881 6.643417 7.048882 4.208755 1.923415 2.102919 -1.112933 1.484967 6.22321 5.08775 1.937581 2.324837 0.88799 1.36189 3.011489 3.548862 3.38332 1.559062 5.276807 5.29874 5.090764 6.51609 -1.236439 3.602106 0.508166 3.25646 3.172911 1.583313 -3.425332 2.213215 4.494168 2.973948 2.228407 3.830207 2.54581 -0.634152 2.967853 2.877181 4.791699 -0.220686 4.959583 5.333708 2.460691 5.95027 4.176481 3.808752 2.310864 2.25509 3.418618 -3.963041 4.544077 3.690638 5.847148 2.675162 4.699595 4.348396 5.905329 5.252574 4.291249 1.132359 3.896787 1.878309 5.768723 2.761191 5.37331 5.755217 4.060641 3.44363 2.13398907015304 3.576583
"COSMIC_905976" -3.641147 -4.081829 3.420899 2.737457 -3.39463 3.806481 4.067989 1.687812 2.067012 4.764015 2.62598724697514 1.776034 5.3594918059719 4.14799703523087 2.172654 -1.677915 -0.506732 2.47895741300234 3.89718871647297 3.19565 3.349995 4.422611 3.901589 2.68892520526204 1.760357 3.33136990917447 3.103178 3.261776 -2.050207 1.153355 0.152324387888454 -4.320327 1.908285 5.287564 3.597291 -3.041019 3.5298 -0.695151 3.171493 1.35991744581406 1.196294 3.385353 3.734271 5.364596 3.20754337285875 3.28013400635277 3.372768 3.029142 4.071477 2.792463 -3.529689 -1.548984 -4.773624 2.64980083150523 2.48477867739092 3.906533 3.362941 5.313005 3.071966 -1.481832 5.507252 4.638476 3.524943 5.473609 -5.463891 -3.126408 5.657684 1.125745 5.692994 1.854657 5.785054 5.399294 5.514679 3.722391 -1.013228 4.301772 -0.151435 5.103592 3.009165 5.052325 3.585614 -2.801561 4.029024 1.648649 5.848199 -1.445398 3.040409 5.384693 2.716073 3.69909068136469 4.16518 4.228642 2.297718 5.07066 2.037801 3.76422 4.607038 4.85182 3.546547 2.373858 3.760396 1.871231 2.829629 5.819765 3.219825 3.44973 4.03140692125053 4.853148 5.431052 1.376498 -1.484575 -3.375572 -3.796378 -1.062122 0.167666 5.44159 4.13551 -0.960798 2.80727 5.392825 3.468281 2.559267 -0.433343 4.203974 5.425601 3.903619 3.882631 3.896515 6.475672 6.03976 6.505832 -1.005653 0.340891 1.682865 -2.395227 -0.670776 6.212604 5.459394 -1.640273 -2.786666 -0.647326 2.205853 2.42639 2.899448 4.129527 -0.663037 4.800059 4.541612 5.363258 5.083737 -1.363728 2.411748 1.157932 -0.369875 3.003965 4.540415 -4.317985 2.273481 5.124694 2.241298 1.84929 3.128401 1.377603 2.188724 1.551744 3.283331 5.174494 0.105394 3.588018 4.056423 -0.64455 5.275798 3.168949 5.518175 3.090283 2.113952 3.484792 -3.421458 4.470308 5.389215 4.38383 1.015152 4.892114 3.128502 3.66489 4.02579 0.030965 -2.168429 0.672338 2.592145 3.273245 3.099637 3.258603 3.459273 3.13505128412976 3.681437 0.881534117091729 4.85646358427943
"COSMIC_906844" -4.271105 -3.745807 1.692161 -1.633341 -5.711603 1.843827 0.102278 -0.019531 0.360705 2.2725 1.222113 -0.891163 4.045344 3.143339 1.666176 -4.864754 -0.930781 2.247878 4.479585 0.435697 0.712884 3.882983 3.241444 1.671552 1.403914 0.591896 2.279407 3.542085 -1.87831 2.029885 -0.735187 -5.839973 -0.144224 2.571143 0.981684 -3.052814 1.043922 -2.413356 0.936984 -3.111002 0.378969 1.910181 1.46657 1.744462 -0.003313 2.732393 5.33888 1.686863 1.702518 0.056093 -3.752667 -3.408123 -6.064644 2.254741 1.7802139840104 2.002943 2.257963 3.935777 0.599835 -4.32867092904777 2.298243 0.152606 -0.692547295810546 3.354377 -7.642454 -5.068587 5.286314 0.003223 3.464854 1.672574 3.457453 1.921229 3.140983 1.937528 -3.814095 4.006 -3.946638 3.382263 2.374266 3.890692 0.846912 -4.295916 3.683013 3.371343 3.969949 -4.019831 1.851935 4.379069 -1.067673 1.521734 2.719742 2.071778 1.575216 3.296582 2.553318 3.396626 4.240389 3.958478 2.96079 2.891774 3.655907 2.146804 1.693186 3.453306 2.359642 1.549698 3.031121 2.127739 4.095558 0.813214 -1.801422 -3.5746 -4.933454 -2.616675 -2.130329 3.490567 3.16658 2.606049 1.350158 2.896915 1.783676 0.978308 -2.348382 -0.476172 1.417692 0.368651 3.790286 2.615346 5.324137 2.328191 4.643576 -2.474938 -3.327912 -3.87351 -4.801368 3.708711 4.788705 3.475369 -2.070692 -3.5679734413082 -1.445246 1.937804 1.937802 3.414185 3.03075 -2.344587 2.96482 3.56736 2.972185 2.270739 -3.036657 1.601292 0.561109 -1.223401 0.125845 -3.644097 -7.305859 2.59815 3.60587 2.003715 3.067925 0.63293 3.441892 0.470463 1.548581 3.108525 3.953856 0.560125 4.014319 3.450054 -1.225936 4.240389 1.231306 2.453874 0.641799 1.578696 2.595787 -3.038838 2.462552 -2.973504 3.902324 0.128927 3.518858 2.415442 3.309731 2.520298 -1.570589 -2.529563 -1.661101 1.453724 2.971234 1.317109 3.413417 1.875748 3.817631 3.193018 1.69827612042278 0.258371
